Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Customer_Segment
CUST503,69,1,2000,5,3,5,13,Core Customers
CUST504,231,1,150,2,3,3,8,Potential Customers
CUST505,347,1,50,1,3,1,5,Churn Risk Customers
CUST506,311,1,1500,1,3,5,9,Potential Customers
CUST507,61,1,1500,5,3,5,13,Core Customers
CUST508,144,1,600,4,3,4,11,Potential Customers
CUST509,190,1,900,3,3,4,10,Potential Customers
CUST510,206,1,200,3,3,3,9,Potential Customers
CUST511,143,1,100,4,3,2,9,Potential Customers
CUST512,56,1,25,5,3,1,9,Potential Customers
CUST513,105,1,100,4,3,2,9,Potential Customers
CUST514,307,1,300,1,3,4,8,Potential Customers
CUST515,169,1,900,3,3,4,10,Potential Customers
CUST516,71,1,100,5,3,2,10,Potential Customers
CUST517,269,1,100,2,3,2,7,Churn Risk Customers
CUST518,236,1,30,2,3,1,6,Churn Risk Customers
CUST519,344,1,120,1,3,3,7,Churn Risk Customers
CUST520,4,1,100,5,3,2,10,Potential Customers
CUST521,143,1,120,4,3,3,10,Potential Customers
CUST522,366,1,1500,1,3,5,9,Potential Customers
CUST523,100,1,300,4,3,4,11,Potential Customers
CUST524,91,1,1200,4,3,5,12,Core Customers
CUST525,15,1,50,5,3,1,9,Potential Customers
CUST526,23,1,100,5,3,2,10,Potential Customers
CUST527,266,1,50,2,3,1,6,Churn Risk Customers
CUST528,180,1,60,3,3,2,8,Potential Customers
CUST529,146,1,150,4,3,3,10,Potential Customers
CUST530,331,1,120,1,3,3,7,Churn Risk Customers
CUST531,26,1,500,5,3,4,12,Core Customers
CUST532,197,1,120,3,3,3,9,Potential Customers
CUST533,47,1,1500,5,3,5,13,Core Customers
CUST534,206,1,1000,3,3,4,10,Potential Customers
CUST535,27,1,90,5,3,2,10,Potential Customers
CUST536,303,1,120,1,3,3,7,Churn Risk Customers
CUST537,213,1,500,3,3,4,10,Potential Customers
CUST538,107,1,150,4,3,3,10,Potential Customers
CUST539,208,1,500,3,3,4,10,Potential Customers
CUST540,25,1,900,5,3,4,12,Core Customers
CUST541,157,1,500,3,3,4,10,Potential Customers
CUST542,199,1,50,3,3,1,7,Churn Risk Customers
CUST543,160,1,600,3,3,4,10,Potential Customers
CUST544,10,1,25,5,3,1,9,Potential Customers
CUST545,215,1,50,3,3,1,7,Churn Risk Customers
CUST546,83,1,200,4,3,3,10,Potential Customers
CUST547,301,1,2000,1,3,5,9,Potential Customers
CUST548,268,1,60,2,3,2,7,Churn Risk Customers
CUST549,151,1,100,3,3,2,8,Potential Customers
CUST550,26,1,900,5,3,4,12,Core Customers
CUST551,172,1,900,3,3,4,10,Potential Customers
CUST552,20,1,75,5,3,2,10,Potential Customers
CUST553,277,1,1200,2,3,5,10,Potential Customers
CUST554,51,1,150,5,3,3,11,Potential Customers
CUST555,75,1,300,4,3,4,11,Potential Customers
CUST556,212,1,50,3,3,1,7,Churn Risk Customers
CUST557,159,1,90,3,3,2,8,Potential Customers
CUST558,86,1,25,4,3,1,8,Potential Customers
CUST559,366,1,1200,1,3,5,9,Potential Customers
CUST560,211,1,50,3,3,1,7,Churn Risk Customers
CUST561,220,1,2000,3,3,5,11,Potential Customers
CUST562,259,1,50,2,3,1,6,Churn Risk Customers
CUST563,146,1,60,4,3,2,9,Potential Customers
CUST564,70,1,100,5,3,2,10,Potential Customers
CUST565,56,1,60,5,3,2,10,Potential Customers
CUST566,31,1,30,5,3,1,9,Potential Customers
CUST567,202,1,900,3,3,4,10,Potential Customers
CUST568,128,1,300,4,3,4,11,Potential Customers
CUST569,140,1,200,4,3,3,10,Potential Customers
CUST570,140,1,500,4,3,4,11,Potential Customers
CUST571,21,1,50,5,3,1,9,Potential Customers
CUST572,257,1,2000,2,3,5,10,Potential Customers
CUST573,105,1,60,4,3,2,9,Potential Customers
CUST574,124,1,50,4,3,1,8,Potential Customers
CUST575,280,1,100,2,3,2,7,Churn Risk Customers
CUST576,29,1,150,5,3,3,11,Potential Customers
CUST577,323,1,2000,1,3,5,9,Potential Customers
CUST578,221,1,120,3,3,3,9,Potential Customers
CUST579,103,1,30,4,3,1,8,Potential Customers
CUST580,27,1,1500,5,3,5,13,Core Customers
CUST581,42,1,60,5,3,2,10,Potential Customers
CUST582,49,1,900,5,3,4,12,Core Customers
CUST583,195,1,100,3,3,2,8,Potential Customers
CUST584,319,1,200,1,3,3,7,Churn Risk Customers
CUST585,246,1,25,2,3,1,6,Churn Risk Customers
CUST586,22,1,50,5,3,1,9,Potential Customers
CUST587,208,1,1200,3,3,5,11,Potential Customers
CUST588,251,1,60,2,3,2,7,Churn Risk Customers
CUST589,265,1,1000,2,3,4,9,Potential Customers
CUST590,291,1,900,1,3,4,8,Potential Customers
CUST591,354,1,100,1,3,2,6,Churn Risk Customers
CUST592,343,1,2000,1,3,5,9,Potential Customers
CUST593,241,1,60,2,3,2,7,Churn Risk Customers
CUST594,123,1,600,4,3,4,11,Potential Customers
CUST595,54,1,2000,5,3,5,13,Core Customers
CUST596,329,1,300,1,3,4,8,Potential Customers
CUST597,133,1,1200,4,3,5,12,Core Customers
CUST598,154,1,120,3,3,3,9,Potential Customers
CUST599,44,1,100,5,3,2,10,Potential Customers
CUST600,72,1,1000,5,4,4,13,Core Customers
CUST601,267,1,30,2,4,1,7,Churn Risk Customers
CUST602,10,1,300,5,4,4,13,Core Customers
CUST603,170,1,90,3,4,2,9,Potential Customers
CUST604,113,1,200,4,4,3,11,Potential Customers
CUST605,162,1,1000,3,4,4,11,Potential Customers
CUST606,242,1,50,2,4,1,7,Churn Risk Customers
CUST607,291,1,75,1,4,2,7,Churn Risk Customers
CUST608,31,1,1500,5,4,5,14,Core Customers
CUST609,14,1,100,5,4,2,11,Potential Customers
CUST610,364,1,600,1,4,4,9,Potential Customers
CUST611,312,1,1500,1,4,5,10,Potential Customers
CUST612,149,1,500,3,4,4,11,Potential Customers
CUST613,254,1,90,2,4,2,8,Potential Customers
CUST614,276,1,1200,2,4,5,11,Potential Customers
CUST615,10,1,100,5,4,2,11,Potential Customers
CUST616,101,1,100,4,4,2,10,Potential Customers
CUST617,129,1,30,4,4,1,9,Potential Customers
CUST618,341,1,50,1,4,1,6,Churn Risk Customers
CUST619,81,1,100,4,4,2,10,Potential Customers
CUST620,239,1,75,2,4,2,8,Potential Customers
CUST621,304,1,1000,1,4,4,9,Potential Customers
CUST622,133,1,75,4,4,2,10,Potential Customers
CUST623,298,1,150,1,4,3,8,Potential Customers
CUST624,129,1,900,4,4,4,12,Core Customers
CUST625,25,1,300,5,4,4,13,Core Customers
CUST626,95,1,2000,4,4,5,13,Core Customers
CUST627,80,1,50,4,4,1,9,Potential Customers
CUST628,62,1,200,5,4,3,12,Core Customers
CUST629,204,1,50,3,4,1,8,Potential Customers
CUST630,140,1,100,4,4,2,10,Potential Customers
CUST631,53,1,90,5,4,2,11,Potential Customers
CUST632,108,1,100,4,4,2,10,Potential Customers
CUST633,148,1,120,3,4,3,10,Potential Customers
CUST634,86,1,2000,4,4,5,13,Core Customers
CUST635,138,1,900,4,4,4,12,Core Customers
CUST636,285,1,1500,2,4,5,11,Potential Customers
CUST637,123,1,600,4,4,4,12,Core Customers
CUST638,136,1,500,4,4,4,12,Core Customers
CUST639,234,1,200,2,4,3,9,Potential Customers
CUST640,240,1,120,2,4,3,9,Potential Customers
CUST641,40,1,300,5,4,4,13,Core Customers
CUST642,225,1,100,2,4,2,8,Potential Customers
CUST643,100,1,90,4,4,2,10,Potential Customers
CUST644,118,1,75,4,4,2,10,Potential Customers
CUST645,46,1,120,5,4,3,12,Core Customers
CUST646,244,1,90,2,4,2,8,Potential Customers
CUST647,226,1,1500,2,4,5,11,Potential Customers
CUST648,141,1,1200,4,4,5,13,Core Customers
CUST649,327,1,600,1,4,4,9,Potential Customers
CUST650,1,1,30,5,4,1,10,Potential Customers
CUST651,220,1,150,3,4,3,10,Potential Customers
CUST652,246,1,100,2,4,2,8,Potential Customers
CUST653,227,1,75,2,4,2,8,Potential Customers
CUST654,195,1,75,3,4,2,9,Potential Customers
CUST655,203,1,500,3,4,4,11,Potential Customers
CUST656,90,1,90,4,4,2,10,Potential Customers
CUST657,325,1,25,1,4,1,6,Churn Risk Customers
CUST658,296,1,25,1,4,1,6,Churn Risk Customers
CUST659,289,1,30,2,4,1,7,Churn Risk Customers
CUST660,248,1,1000,2,4,4,10,Potential Customers
CUST661,170,1,100,3,4,2,9,Potential Customers
CUST662,11,1,1000,5,4,4,13,Core Customers
CUST663,288,1,1200,2,4,5,11,Potential Customers
CUST664,5,1,2000,5,4,5,14,Core Customers
CUST665,257,1,50,2,4,1,7,Churn Risk Customers
CUST666,334,1,150,1,4,3,8,Potential Customers
CUST667,154,1,500,3,4,4,11,Potential Customers
CUST668,158,1,150,3,4,3,10,Potential Customers
CUST669,197,1,1200,3,4,5,12,Core Customers
CUST670,89,1,30,4,4,1,9,Potential Customers
CUST671,128,1,150,4,4,3,11,Potential Customers
CUST672,154,1,100,3,4,2,9,Potential Customers
CUST673,335,1,1500,1,4,5,10,Potential Customers
CUST674,261,1,300,2,4,4,10,Potential Customers
CUST675,151,1,60,3,4,2,9,Potential Customers
CUST676,167,1,1500,3,4,5,12,Core Customers
CUST677,67,1,1500,5,4,5,14,Core Customers
CUST678,10,1,900,5,4,4,13,Core Customers
CUST679,356,1,90,1,4,2,7,Churn Risk Customers
CUST680,72,1,900,5,4,4,13,Core Customers
CUST681,172,1,60,3,4,2,9,Potential Customers
CUST682,122,1,1200,4,4,5,13,Core Customers
CUST683,363,1,1000,1,4,4,9,Potential Customers
CUST684,186,1,1000,3,4,4,11,Potential Customers
CUST685,214,1,50,3,4,1,8,Potential Customers
CUST686,167,1,200,3,4,3,10,Potential Customers
CUST687,152,1,300,3,4,4,11,Potential Customers
CUST688,91,1,100,4,4,2,10,Potential Customers
CUST689,87,1,100,4,4,2,10,Potential Customers
CUST690,58,1,900,5,4,4,13,Core Customers
CUST691,254,1,90,2,4,2,8,Potential Customers
CUST692,117,1,100,4,4,2,10,Potential Customers
CUST693,254,1,1500,2,4,5,11,Potential Customers
CUST694,227,1,50,2,4,1,7,Churn Risk Customers
CUST695,143,1,150,4,4,3,11,Potential Customers
CUST696,118,1,200,4,4,3,11,Potential Customers
CUST697,352,1,500,1,4,4,9,Potential Customers
CUST698,167,1,300,3,4,4,11,Potential Customers
CUST699,194,1,120,3,4,3,10,Potential Customers
CUST700,24,1,2000,5,4,5,14,Core Customers
CUST701,19,1,60,5,4,2,11,Potential Customers
CUST702,159,1,600,3,4,4,11,Potential Customers
CUST703,282,1,100,2,4,2,8,Potential Customers
CUST704,127,1,90,4,4,2,10,Potential Customers
CUST705,301,1,50,1,4,1,6,Churn Risk Customers
CUST706,48,1,100,5,4,2,11,Potential Customers
CUST707,93,1,500,4,4,4,12,Core Customers
CUST708,353,1,900,1,4,4,9,Potential Customers
CUST709,165,1,1000,3,4,4,11,Potential Customers
CUST710,63,1,1500,5,4,5,14,Core Customers
CUST711,78,1,1500,4,4,5,13,Core Customers
CUST712,27,1,50,5,4,1,10,Potential Customers
CUST713,353,1,75,1,4,2,7,Churn Risk Customers
CUST714,324,1,500,1,4,4,9,Potential Customers
CUST715,37,1,100,5,4,2,11,Potential Customers
CUST716,147,1,1200,4,4,5,13,Core Customers
CUST717,297,1,500,1,4,4,9,Potential Customers
CUST718,130,1,75,4,4,2,10,Potential Customers
CUST719,273,1,60,2,4,2,8,Potential Customers
CUST720,341,1,1500,1,4,5,10,Potential Customers
CUST721,233,1,500,2,4,4,10,Potential Customers
CUST722,172,1,900,3,4,4,11,Potential Customers
CUST723,199,1,200,3,4,3,10,Potential Customers
CUST724,258,1,150,2,4,3,9,Potential Customers
CUST725,134,1,300,4,4,4,12,Core Customers
CUST726,199,1,1200,3,4,5,12,Core Customers
CUST727,194,1,900,3,4,4,11,Potential Customers
CUST728,172,1,150,3,4,3,10,Potential Customers
CUST729,224,1,1200,3,4,5,12,Core Customers
CUST730,151,1,50,3,4,1,8,Potential Customers
CUST731,237,1,2000,2,4,5,11,Potential Customers
CUST732,325,1,1000,1,4,4,9,Potential Customers
CUST733,126,1,30,4,4,1,9,Potential Customers
CUST734,357,1,30,1,4,1,6,Churn Risk Customers
CUST735,90,1,2000,4,4,5,13,Core Customers
CUST736,340,1,100,1,4,2,7,Churn Risk Customers
CUST737,187,1,50,3,4,1,8,Potential Customers
CUST738,252,1,100,2,4,2,8,Potential Customers
CUST739,34,1,25,5,4,1,10,Potential Customers
CUST740,331,1,200,1,4,3,8,Potential Customers
CUST741,33,1,300,5,4,4,13,Core Customers
CUST742,346,1,2000,1,4,5,10,Potential Customers
CUST743,351,1,2000,1,4,5,10,Potential Customers
CUST744,240,1,25,2,4,1,7,Churn Risk Customers
CUST745,264,1,100,2,4,2,8,Potential Customers
CUST746,356,1,90,1,4,2,7,Churn Risk Customers
CUST747,48,1,30,5,4,1,10,Potential Customers
CUST748,288,1,150,2,4,3,9,Potential Customers
CUST749,244,1,30,2,4,1,7,Churn Risk Customers
CUST750,302,1,75,1,4,2,7,Churn Risk Customers
CUST751,124,1,50,4,4,1,9,Potential Customers
CUST752,24,1,100,5,4,2,11,Potential Customers
CUST753,308,1,30,1,4,1,6,Churn Risk Customers
CUST754,78,1,100,4,4,2,10,Potential Customers
CUST755,255,1,75,2,4,2,8,Potential Customers
CUST756,128,1,1200,4,4,5,13,Core Customers
CUST757,8,1,1200,5,4,5,14,Core Customers
CUST758,235,1,100,2,4,2,8,Potential Customers
CUST759,178,1,100,3,4,2,9,Potential Customers
CUST760,281,1,500,2,4,4,10,Potential Customers
CUST761,56,1,500,5,4,4,13,Core Customers
CUST762,56,1,50,5,4,1,10,Potential Customers
CUST763,308,1,50,1,4,1,6,Churn Risk Customers
CUST764,283,1,25,2,4,1,7,Churn Risk Customers
CUST765,207,1,200,3,4,3,10,Potential Customers
CUST766,311,1,900,1,4,4,9,Potential Customers
CUST767,70,1,75,5,4,2,11,Potential Customers
CUST768,353,1,75,1,4,2,7,Churn Risk Customers
CUST769,207,1,120,3,4,3,10,Potential Customers
CUST770,72,1,50,5,4,1,10,Potential Customers
CUST771,20,1,50,5,4,1,10,Potential Customers
CUST772,174,1,30,3,4,1,8,Potential Customers
CUST773,163,1,2000,3,4,5,12,Core Customers
CUST774,265,1,50,2,4,1,7,Churn Risk Customers
CUST775,328,1,100,1,4,2,7,Churn Risk Customers
CUST776,63,1,90,5,4,2,11,Potential Customers
CUST777,13,1,150,5,4,3,12,Core Customers
CUST778,45,1,100,5,4,2,11,Potential Customers
CUST779,242,1,1000,2,4,4,10,Potential Customers
CUST780,314,1,50,1,4,1,6,Churn Risk Customers
CUST781,10,1,500,5,4,4,13,Core Customers
CUST782,212,1,900,3,4,4,11,Potential Customers
CUST783,16,1,300,5,4,4,13,Core Customers
CUST784,59,1,500,5,4,4,13,Core Customers
CUST785,305,1,200,1,4,3,8,Potential Customers
CUST786,77,1,100,4,4,2,10,Potential Customers
CUST787,345,1,25,1,4,1,6,Churn Risk Customers
CUST788,189,1,900,3,4,4,11,Potential Customers
CUST789,94,1,2000,4,4,5,13,Core Customers
CUST790,147,1,25,4,4,1,9,Potential Customers
CUST791,28,1,25,5,4,1,10,Potential Customers
CUST792,177,1,50,3,4,1,8,Potential Customers
CUST793,331,1,30,1,4,1,6,Churn Risk Customers
CUST794,107,1,300,4,4,4,12,Core Customers
CUST795,35,1,300,5,4,4,13,Core Customers
CUST796,192,1,120,3,4,3,10,Potential Customers
CUST797,360,1,75,1,4,2,7,Churn Risk Customers
CUST798,151,1,50,3,4,1,8,Potential Customers
CUST799,116,1,100,4,4,2,10,Potential Customers
CUST800,312,1,1200,1,5,5,11,Potential Customers
CUST801,145,1,200,4,5,3,12,Core Customers
CUST802,181,1,30,3,5,1,9,Potential Customers
CUST803,41,1,100,5,5,2,12,Core Customers
CUST804,131,1,30,4,5,1,10,Potential Customers
CUST805,4,1,1500,5,5,5,15,Core Customers
CUST806,288,1,900,2,5,4,11,Potential Customers
CUST807,144,1,200,4,5,3,12,Core Customers
CUST808,276,1,2000,2,5,5,12,Core Customers
CUST809,99,1,100,4,5,2,11,Potential Customers
CUST810,33,1,100,5,5,2,12,Core Customers
CUST811,228,1,50,2,5,1,8,Potential Customers
CUST812,51,1,75,5,5,2,12,Core Customers
CUST813,91,1,150,4,5,3,12,Core Customers
CUST814,119,1,500,4,5,4,13,Core Customers
CUST815,128,1,75,4,5,2,11,Potential Customers
CUST816,143,1,1000,4,5,4,13,Core Customers
CUST817,63,1,200,5,5,3,13,Core Customers
CUST818,229,1,500,2,5,4,11,Potential Customers
CUST819,201,1,100,3,5,2,10,Potential Customers
CUST820,241,1,200,2,5,3,10,Potential Customers
CUST821,322,1,300,1,5,4,10,Potential Customers
CUST822,224,1,150,3,5,3,11,Potential Customers
CUST823,136,1,100,4,5,2,11,Potential Customers
CUST824,242,1,120,2,5,3,10,Potential Customers
CUST825,129,1,25,4,5,1,10,Potential Customers
CUST826,75,1,300,4,5,4,13,Core Customers
CUST827,54,1,900,5,5,4,14,Core Customers
CUST828,24,1,1200,5,5,5,15,Core Customers
CUST829,172,1,90,3,5,2,10,Potential Customers
CUST830,194,1,150,3,5,3,11,Potential Customers
CUST831,352,1,100,1,5,2,8,Potential Customers
CUST832,113,1,2000,4,5,5,14,Core Customers
CUST833,200,1,200,3,5,3,11,Potential Customers
CUST834,273,1,60,2,5,2,9,Potential Customers
CUST835,117,1,200,4,5,3,12,Core Customers
CUST836,258,1,50,2,5,1,8,Potential Customers
CUST837,185,1,90,3,5,2,10,Potential Customers
CUST838,234,1,600,2,5,4,11,Potential Customers
CUST839,192,1,1200,3,5,5,13,Core Customers
CUST840,223,1,50,3,5,1,9,Potential Customers
CUST841,61,1,100,5,5,2,12,Core Customers
CUST842,7,1,600,5,5,4,14,Core Customers
CUST843,225,1,1500,2,5,5,12,Core Customers
CUST844,82,1,150,4,5,3,12,Core Customers
CUST845,361,1,500,1,5,4,10,Potential Customers
CUST846,102,1,50,4,5,1,10,Potential Customers
CUST847,269,1,1200,2,5,5,12,Core Customers
CUST848,323,1,75,1,5,2,8,Potential Customers
CUST849,243,1,50,2,5,1,8,Potential Customers
CUST850,158,1,1000,3,5,4,12,Core Customers
CUST851,116,1,50,4,5,1,10,Potential Customers
CUST852,82,1,300,4,5,4,13,Core Customers
CUST853,243,1,1000,2,5,4,11,Potential Customers
CUST854,13,1,50,5,5,1,11,Potential Customers
CUST855,123,1,25,4,5,1,10,Potential Customers
CUST856,36,1,120,5,5,3,13,Core Customers
CUST857,2,1,50,5,5,1,11,Potential Customers
CUST858,115,1,100,4,5,2,11,Potential Customers
CUST859,137,1,1500,4,5,5,14,Core Customers
CUST860,358,1,200,1,5,3,9,Potential Customers
CUST861,319,1,90,1,5,2,8,Potential Customers
CUST862,216,1,1200,3,5,5,13,Core Customers
CUST863,253,1,50,2,5,1,8,Potential Customers
CUST864,159,1,500,3,5,4,12,Core Customers
CUST865,12,1,300,5,5,4,14,Core Customers
CUST866,242,1,50,2,5,1,8,Potential Customers
CUST867,210,1,500,3,5,4,12,Core Customers
CUST868,27,1,300,5,5,4,14,Core Customers
CUST869,69,1,1500,5,5,5,15,Core Customers
CUST870,178,1,120,3,5,3,11,Potential Customers
CUST871,124,1,60,4,5,2,11,Potential Customers
CUST872,83,1,75,4,5,2,11,Potential Customers
CUST873,95,1,100,4,5,2,11,Potential Customers
CUST874,190,1,30,3,5,1,9,Potential Customers
CUST875,149,1,2000,3,5,5,13,Core Customers
CUST876,85,1,120,4,5,3,12,Core Customers
CUST877,197,1,25,3,5,1,9,Potential Customers
CUST878,186,1,30,3,5,1,9,Potential Customers
CUST879,7,1,30,5,5,1,11,Potential Customers
CUST880,134,1,1000,4,5,4,13,Core Customers
CUST881,228,1,300,2,5,4,11,Potential Customers
CUST882,210,1,50,3,5,1,9,Potential Customers
CUST883,238,1,500,2,5,4,11,Potential Customers
CUST884,248,1,60,2,5,2,9,Potential Customers
CUST885,305,1,120,1,5,3,9,Potential Customers
CUST886,268,1,900,2,5,4,11,Potential Customers
CUST887,205,1,100,3,5,2,10,Potential Customers
CUST888,305,1,100,1,5,2,8,Potential Customers
CUST889,92,1,50,4,5,1,10,Potential Customers
CUST890,13,1,50,5,5,1,11,Potential Customers
CUST891,272,1,900,2,5,4,11,Potential Customers
CUST892,268,1,50,2,5,1,8,Potential Customers
CUST893,256,1,50,2,5,1,8,Potential Customers
CUST894,119,1,30,4,5,1,10,Potential Customers
CUST895,225,1,120,2,5,3,10,Potential Customers
CUST896,65,1,50,5,5,1,11,Potential Customers
CUST897,98,1,100,4,5,2,11,Potential Customers
CUST898,61,1,90,5,5,2,12,Core Customers
CUST899,222,1,600,3,5,4,12,Core Customers
CUST900,315,1,60,1,5,2,8,Potential Customers
CUST901,267,1,30,2,5,1,8,Potential Customers
CUST902,215,1,50,3,5,1,9,Potential Customers
CUST903,250,1,200,2,5,3,10,Potential Customers
CUST904,182,1,500,3,5,4,12,Core Customers
CUST905,275,1,300,2,5,4,11,Potential Customers
CUST906,212,1,50,3,5,1,9,Potential Customers
CUST907,359,1,25,1,5,1,7,Churn Risk Customers
CUST908,4,1,1200,5,5,5,15,Core Customers
CUST909,93,1,300,4,5,4,13,Core Customers
CUST910,302,1,150,1,5,3,9,Potential Customers
CUST911,226,1,900,2,5,4,11,Potential Customers
CUST912,343,1,150,1,5,3,9,Potential Customers
CUST913,339,1,90,1,5,2,8,Potential Customers
CUST914,83,1,500,4,5,4,13,Core Customers
CUST915,217,1,90,3,5,2,10,Potential Customers
CUST916,9,1,50,5,5,1,11,Potential Customers
CUST917,302,1,200,1,5,3,9,Potential Customers
CUST918,40,1,90,5,5,2,12,Core Customers
CUST919,115,1,50,4,5,1,10,Potential Customers
CUST920,314,1,75,1,5,2,8,Potential Customers
CUST921,360,1,75,1,5,2,8,Potential Customers
CUST922,73,1,50,4,5,1,10,Potential Customers
CUST923,221,1,900,3,5,4,12,Core Customers
CUST924,126,1,100,4,5,2,11,Potential Customers
CUST925,121,1,300,4,5,4,13,Core Customers
CUST926,141,1,30,4,5,1,10,Potential Customers
CUST927,192,1,2000,3,5,5,13,Core Customers
CUST928,272,1,1200,2,5,5,12,Core Customers
CUST929,340,1,75,1,5,2,8,Potential Customers
CUST930,237,1,200,2,5,3,10,Potential Customers
CUST931,122,1,120,4,5,3,12,Core Customers
CUST932,308,1,100,1,5,2,8,Potential Customers
CUST933,333,1,30,1,5,1,7,Churn Risk Customers
CUST934,161,1,500,3,5,4,12,Core Customers
CUST935,115,1,50,4,5,1,10,Potential Customers
CUST936,329,1,200,1,5,3,9,Potential Customers
CUST937,71,1,500,5,5,4,14,Core Customers
CUST938,44,1,200,5,5,3,13,Core Customers
CUST939,15,1,300,5,5,4,14,Core Customers
CUST940,339,1,30,1,5,1,7,Churn Risk Customers
CUST941,289,1,50,2,5,1,8,Potential Customers
CUST942,290,1,1500,1,5,5,11,Potential Customers
CUST943,78,1,1200,4,5,5,14,Core Customers
CUST944,211,1,50,3,5,1,9,Potential Customers
CUST945,323,1,25,1,5,1,7,Churn Risk Customers
CUST946,239,1,2000,2,5,5,12,Core Customers
CUST947,306,1,300,1,5,4,10,Potential Customers
CUST948,81,1,75,4,5,2,11,Potential Customers
CUST949,153,1,50,3,5,1,9,Potential Customers
CUST950,56,1,900,5,5,4,14,Core Customers
CUST951,61,1,100,5,5,2,12,Core Customers
CUST952,50,1,25,5,5,1,11,Potential Customers
CUST953,251,1,90,2,5,2,9,Potential Customers
CUST954,99,1,900,4,5,4,13,Core Customers
CUST955,172,1,25,3,5,1,9,Potential Customers
CUST956,136,1,1500,4,5,5,14,Core Customers
CUST957,140,1,120,4,5,3,12,Core Customers
CUST958,214,1,50,3,5,1,9,Potential Customers
CUST959,65,1,60,5,5,2,12,Core Customers
CUST960,147,1,60,4,5,2,11,Potential Customers
CUST961,210,1,200,3,5,3,11,Potential Customers
CUST962,75,1,60,4,5,2,11,Potential Customers
CUST963,49,1,50,5,5,1,11,Potential Customers
CUST964,336,1,900,1,5,4,10,Potential Customers
CUST965,54,1,200,5,5,3,13,Core Customers
CUST966,316,1,1000,1,5,4,10,Potential Customers
CUST967,260,1,25,2,5,1,8,Potential Customers
CUST968,46,1,900,5,5,4,14,Core Customers
CUST969,258,1,900,2,5,4,11,Potential Customers
CUST970,231,1,2000,2,5,5,12,Core Customers
CUST971,28,1,200,5,5,3,13,Core Customers
CUST972,325,1,100,1,5,2,8,Potential Customers
CUST973,286,1,50,2,5,1,8,Potential Customers
CUST974,244,1,30,2,5,1,8,Potential Customers
CUST975,278,1,200,2,5,3,10,Potential Customers
CUST976,84,1,600,4,5,4,13,Core Customers
CUST977,328,1,75,1,5,2,8,Potential Customers
CUST978,286,1,150,2,5,3,10,Potential Customers
CUST979,365,1,25,1,5,1,7,Churn Risk Customers
CUST980,157,1,75,3,5,2,10,Potential Customers
CUST981,136,1,60,4,5,2,11,Potential Customers
CUST982,14,1,90,5,5,2,12,Core Customers
CUST983,62,1,300,5,5,4,14,Core Customers
CUST984,126,1,500,4,5,4,13,Core Customers
CUST985,217,1,50,3,5,1,9,Potential Customers
CUST986,350,1,1000,1,5,4,10,Potential Customers
CUST987,248,1,900,2,5,4,11,Potential Customers
CUST988,219,1,75,3,5,2,10,Potential Customers
CUST989,5,1,25,5,5,1,11,Potential Customers
CUST990,222,1,1000,3,5,4,12,Core Customers
CUST991,7,1,100,5,5,2,12,Core Customers
CUST992,134,1,60,4,5,2,11,Potential Customers
CUST993,330,1,150,1,5,3,9,Potential Customers
CUST994,15,1,1000,5,5,4,14,Core Customers
CUST995,247,1,30,2,5,1,8,Potential Customers
CUST996,231,1,50,2,5,1,8,Potential Customers
CUST997,46,1,90,5,5,2,12,Core Customers
CUST998,65,1,100,5,5,2,12,Core Customers
CUST999,28,1,150,5,5,3,13,Core Customers
